parent_material_id,child_material_id,quantity
MAT_T2_05494,MAT_T3_00353,4.19
MAT_T2_05494,MAT_T3_05804,8.62
MAT_T2_05494,MAT_T3_05214,17.62
MAT_T2_05494,MAT_T3_03533,10.69
MAT_T2_05494,MAT_T3_06889,3.12
MAT_T2_05506,MAT_T3_00626,2.02
MAT_T2_05506,MAT_T3_00692,7.52
MAT_T2_05507,MAT_T3_03447,5.53
MAT_T2_05507,MAT_T3_05497,9.45
MAT_T2_05507,MAT_T3_03513,10.68
MAT_T2_05507,MAT_T3_04578,3.59
MAT_T2_05507,MAT_T3_03278,6.04
MAT_T2_05511,MAT_T3_06997,6.47
MAT_T2_05511,MAT_T3_03782,1.12
MAT_T2_05520,MAT_T3_01539,8.07
MAT_T2_05520,MAT_T3_04164,7.25
MAT_T2_05524,MAT_T3_05222,10.17
MAT_T2_05524,MAT_T3_02808,9.12
MAT_T2_05524,MAT_T3_02611,18.28
MAT_T2_05531,MAT_T3_01385,13.32
MAT_T2_05531,MAT_T3_00891,4.76
MAT_T2_05531,MAT_T3_01367,13.25
MAT_T2_05531,MAT_T3_05342,17.25
MAT_T2_05535,MAT_T3_04935,11.71
MAT_T2_05535,MAT_T3_04691,4.11
MAT_T2_05535,MAT_T3_04382,11.92
MAT_T2_05541,MAT_T3_01349,6.49
MAT_T2_05541,MAT_T3_02548,12.7
MAT_T2_05541,MAT_T3_03229,12.68
MAT_T2_05541,MAT_T3_01986,17.1
MAT_T2_05542,MAT_T3_06333,17.35
MAT_T2_05542,MAT_T3_01163,14.56
MAT_T2_05542,MAT_T3_01089,8.17
MAT_T2_05542,MAT_T3_00085,14.25
MAT_T2_05547,MAT_T3_06317,16.77
MAT_T2_05547,MAT_T3_03901,11.36
MAT_T2_05547,MAT_T3_02574,19.47
MAT_T2_05547,MAT_T3_05148,17.46
MAT_T2_05547,MAT_T3_00695,10.88
MAT_T2_05548,MAT_T3_02047,19.9
MAT_T2_05548,MAT_T3_05943,5.24
MAT_T2_05548,MAT_T3_01302,8.9
MAT_T2_05549,MAT_T3_03597,5.8
MAT_T2_05549,MAT_T3_06452,12.48
MAT_T2_05550,MAT_T3_04059,8.94
MAT_T2_05550,MAT_T3_06608,8.43
MAT_T2_05550,MAT_T3_05310,15.01
MAT_T2_05550,MAT_T3_02809,14.31
MAT_T2_05550,MAT_T3_06949,11.0
MAT_T2_05552,MAT_T3_06621,19.38
MAT_T2_05552,MAT_T3_06292,7.01
MAT_T2_05552,MAT_T3_05201,13.8
MAT_T2_05552,MAT_T3_04083,11.25
MAT_T2_05554,MAT_T3_02511,2.54
MAT_T2_05556,MAT_T3_05633,13.06
MAT_T2_05565,MAT_T3_02142,16.91
MAT_T2_05565,MAT_T3_00917,14.99
MAT_T2_05565,MAT_T3_06109,13.16
MAT_T2_05566,MAT_T3_00387,19.86
MAT_T2_05566,MAT_T3_04330,1.38
MAT_T2_05566,MAT_T3_02574,7.05
MAT_T2_05566,MAT_T3_00883,17.07
MAT_T2_05566,MAT_T3_01765,6.68
MAT_T2_05567,MAT_T3_01830,11.22
MAT_T2_05567,MAT_T3_04008,19.4
MAT_T2_05567,MAT_T3_04511,9.39
MAT_T2_05567,MAT_T3_04990,11.89
MAT_T2_05570,MAT_T3_05094,9.57
MAT_T2_05570,MAT_T3_01251,4.98
MAT_T2_05570,MAT_T3_02257,15.84
MAT_T2_05570,MAT_T3_05644,14.2
MAT_T2_05570,MAT_T3_01211,5.59
MAT_T2_05570,MAT_T3_02994,12.05
MAT_T2_05570,MAT_T3_00486,6.83
MAT_T2_05570,MAT_T3_06836,4.25
MAT_T2_05570,MAT_T3_03175,5.48
MAT_T2_05578,MAT_T3_03460,7.23
MAT_T2_05583,MAT_T3_02276,4.35
MAT_T2_05583,MAT_T3_02672,8.03
MAT_T2_05584,MAT_T3_00748,7.6
MAT_T2_05584,MAT_T3_02421,16.9
MAT_T2_05584,MAT_T3_03819,2.47
MAT_T2_05589,MAT_T3_01329,2.95
MAT_T2_05589,MAT_T3_05201,15.88
MAT_T2_05589,MAT_T3_02382,12.34
MAT_T2_05589,MAT_T3_06384,10.77
MAT_T2_05589,MAT_T3_03572,8.82
MAT_T2_05589,MAT_T3_02755,3.54
MAT_T2_05589,MAT_T3_04478,14.32
MAT_T2_05590,MAT_T3_02010,5.87
MAT_T2_05590,MAT_T3_02728,18.15
MAT_T2_05590,MAT_T3_01304,1.63
MAT_T2_05590,MAT_T3_06374,10.97
MAT_T2_05593,MAT_T3_00994,5.42
MAT_T2_05593,MAT_T3_00618,6.64
MAT_T2_05593,MAT_T3_05159,4.95
MAT_T2_05593,MAT_T3_00039,6.32
MAT_T2_05593,MAT_T3_06689,8.89
MAT_T2_05593,MAT_T3_05261,4.45
MAT_T2_05596,MAT_T3_05106,14.77
MAT_T2_05596,MAT_T3_02760,8.56
MAT_T2_05596,MAT_T3_03223,2.4
MAT_T2_05605,MAT_T3_05474,16.42
MAT_T2_05605,MAT_T3_02387,7.28
MAT_T2_05605,MAT_T3_06825,2.8
MAT_T2_05605,MAT_T3_00524,14.7
MAT_T2_05607,MAT_T3_01188,13.88
MAT_T2_05607,MAT_T3_03552,19.17
MAT_T2_05611,MAT_T3_03000,19.0
MAT_T2_05616,MAT_T3_01261,10.02
MAT_T2_05622,MAT_T3_02640,18.54
MAT_T2_05622,MAT_T3_05171,7.95
MAT_T2_05623,MAT_T3_03485,14.87
MAT_T2_05625,MAT_T3_04168,8.38
MAT_T2_05625,MAT_T3_04933,13.04
MAT_T2_05625,MAT_T3_02245,15.27
MAT_T2_05626,MAT_T3_03223,7.34
MAT_T2_05632,MAT_T3_06459,17.67
MAT_T2_05632,MAT_T3_02009,5.87
MAT_T2_05637,MAT_T3_04315,16.25
MAT_T2_05637,MAT_T3_04892,18.04
MAT_T2_05642,MAT_T3_00630,18.0
MAT_T2_05642,MAT_T3_05501,19.26
MAT_T2_05646,MAT_T3_02959,13.46
MAT_T2_05646,MAT_T3_00233,18.34
MAT_T2_05646,MAT_T3_00062,3.57
MAT_T2_05646,MAT_T3_03524,7.91
MAT_T2_05646,MAT_T3_04967,13.06
MAT_T2_05654,MAT_T3_02621,1.98
MAT_T2_05654,MAT_T3_03541,10.34
MAT_T2_05655,MAT_T3_05092,7.95
MAT_T2_05655,MAT_T3_05681,7.8
MAT_T2_05655,MAT_T3_02958,5.56
MAT_T2_05655,MAT_T3_02886,8.04
MAT_T2_05655,MAT_T3_04490,11.54
MAT_T2_05659,MAT_T3_02010,11.07
MAT_T2_05659,MAT_T3_03441,8.4
MAT_T2_05659,MAT_T3_02774,11.65
MAT_T2_05659,MAT_T3_05945,1.83
MAT_T2_05659,MAT_T3_03937,7.56
MAT_T2_05661,MAT_T3_04886,16.69
MAT_T2_05661,MAT_T3_06736,16.98
MAT_T2_05661,MAT_T3_02762,18.24
MAT_T2_05666,MAT_T3_00048,12.96
MAT_T2_05666,MAT_T3_06317,1.02
MAT_T2_05666,MAT_T3_01655,13.8
MAT_T2_05666,MAT_T3_05514,1.19
MAT_T2_05676,MAT_T3_03313,17.81
MAT_T2_05676,MAT_T3_06233,8.04
MAT_T2_05680,MAT_T3_01344,9.64
MAT_T2_05682,MAT_T3_04223,1.29
MAT_T2_05684,MAT_T3_05612,13.26
MAT_T2_05684,MAT_T3_05326,7.14
MAT_T2_05684,MAT_T3_04677,18.73
MAT_T2_05684,MAT_T3_04354,17.48
MAT_T2_05684,MAT_T3_00538,10.44
MAT_T2_05686,MAT_T3_01751,4.45
MAT_T2_05686,MAT_T3_02150,5.79
MAT_T2_05686,MAT_T3_02686,1.34
MAT_T2_05686,MAT_T3_02244,8.59
MAT_T2_05686,MAT_T3_03829,14.11
MAT_T2_05687,MAT_T3_01376,15.04
MAT_T2_05687,MAT_T3_00521,5.68
MAT_T2_05687,MAT_T3_05846,15.42
MAT_T2_05687,MAT_T3_06439,7.46
MAT_T2_05687,MAT_T3_01320,2.49
MAT_T2_05690,MAT_T3_01214,19.66
MAT_T2_05690,MAT_T3_04000,3.79
MAT_T2_05699,MAT_T3_00670,6.12
MAT_T2_05699,MAT_T3_02010,14.6
MAT_T2_05699,MAT_T3_05400,3.5
MAT_T2_05699,MAT_T3_01421,6.46
MAT_T2_05699,MAT_T3_01763,7.27
MAT_T2_05699,MAT_T3_01885,3.59
MAT_T2_05699,MAT_T3_02847,5.96
MAT_T2_05699,MAT_T3_02083,12.3
MAT_T2_05699,MAT_T3_05601,4.25
MAT_T2_05699,MAT_T3_01575,5.56
MAT_T2_05700,MAT_T3_01949,5.4
MAT_T2_05703,MAT_T3_01717,2.83
MAT_T2_05703,MAT_T3_00748,3.46
MAT_T2_05703,MAT_T3_00204,11.0
MAT_T2_05703,MAT_T3_00374,12.47
MAT_T2_05706,MAT_T3_02115,6.03
MAT_T2_05716,MAT_T3_03104,13.17
MAT_T2_05716,MAT_T3_04478,16.89
MAT_T2_05716,MAT_T3_00840,11.78
MAT_T2_05721,MAT_T3_03061,15.42
MAT_T2_05721,MAT_T3_04509,12.48
MAT_T2_05721,MAT_T3_03029,19.49
MAT_T2_05723,MAT_T3_01517,12.18
MAT_T2_05723,MAT_T3_06690,17.99
MAT_T2_05723,MAT_T3_05599,14.23
MAT_T2_05723,MAT_T3_02444,6.22
MAT_T2_05724,MAT_T3_06732,16.2
MAT_T2_05727,MAT_T3_03778,2.06
MAT_T2_05731,MAT_T3_06207,8.14
MAT_T2_05731,MAT_T3_06280,18.2
MAT_T2_05731,MAT_T3_04923,1.07
MAT_T2_05731,MAT_T3_02840,4.6
MAT_T2_05739,MAT_T3_06380,8.45
MAT_T2_05739,MAT_T3_00549,18.03
MAT_T2_05739,MAT_T3_00712,5.51
MAT_T2_05744,MAT_T3_00733,14.71
MAT_T2_05744,MAT_T3_01692,7.35
MAT_T2_05744,MAT_T3_06699,9.93
MAT_T2_05744,MAT_T3_02479,14.76
MAT_T2_05744,MAT_T3_01587,9.01
MAT_T2_05748,MAT_T3_06750,12.17
MAT_T2_05748,MAT_T3_02640,6.54
MAT_T2_05748,MAT_T3_05842,16.42
MAT_T2_05748,MAT_T3_02477,13.7
MAT_T2_05754,MAT_T3_06459,17.43
MAT_T2_05754,MAT_T3_06146,4.71
MAT_T2_05756,MAT_T3_02433,3.97
MAT_T2_05756,MAT_T3_03991,6.31
MAT_T2_05756,MAT_T3_02576,4.16
MAT_T2_05756,MAT_T3_06914,4.04
MAT_T2_05763,MAT_T3_02467,19.84
MAT_T2_05765,MAT_T3_02931,4.74
MAT_T2_05767,MAT_T3_01111,4.36
MAT_T2_05767,MAT_T3_02626,4.1
MAT_T2_05767,MAT_T3_06880,7.42
MAT_T2_05767,MAT_T3_04376,19.89
MAT_T2_05768,MAT_T3_05219,3.75
MAT_T2_05783,MAT_T3_00386,2.41
MAT_T2_05783,MAT_T3_03849,6.92
MAT_T2_05783,MAT_T3_00584,18.56
MAT_T2_05783,MAT_T3_01266,4.52
MAT_T2_05783,MAT_T3_03688,19.76
MAT_T2_05783,MAT_T3_03961,5.78
MAT_T2_05786,MAT_T3_05037,10.93
MAT_T2_05786,MAT_T3_05261,16.66
MAT_T2_05786,MAT_T3_05999,11.78
MAT_T2_05786,MAT_T3_00366,11.93
MAT_T2_05787,MAT_T3_02981,14.19
MAT_T2_05787,MAT_T3_04693,12.66
MAT_T2_05787,MAT_T3_00484,4.59
MAT_T2_05787,MAT_T3_03704,13.21
MAT_T2_05787,MAT_T3_05640,9.72
MAT_T2_05787,MAT_T3_02071,3.15
MAT_T2_05795,MAT_T3_02623,14.6
MAT_T2_05795,MAT_T3_04594,9.49
MAT_T2_05795,MAT_T3_03065,13.23
MAT_T2_05795,MAT_T3_02752,12.07
MAT_T2_05797,MAT_T3_01067,15.49
MAT_T2_05797,MAT_T3_00307,12.01
MAT_T2_05797,MAT_T3_04578,15.15
MAT_T2_05797,MAT_T3_03178,7.47
MAT_T2_05803,MAT_T3_06646,7.87
MAT_T2_05813,MAT_T3_04659,10.67
MAT_T2_05813,MAT_T3_00818,19.83
MAT_T2_05814,MAT_T3_04657,5.27
MAT_T2_05814,MAT_T3_06557,15.08
MAT_T2_05814,MAT_T3_01693,13.94
MAT_T2_05816,MAT_T3_00189,1.11
MAT_T2_05822,MAT_T3_00065,17.61
MAT_T2_05822,MAT_T3_05734,2.33
MAT_T2_05828,MAT_T3_05919,16.69
MAT_T2_05828,MAT_T3_04029,8.48
MAT_T2_05828,MAT_T3_06919,9.67
MAT_T2_05830,MAT_T3_06406,4.2
MAT_T2_05830,MAT_T3_04718,12.78
MAT_T2_05834,MAT_T3_03552,19.13
MAT_T2_05834,MAT_T3_03286,8.24
MAT_T2_05834,MAT_T3_04985,7.9
MAT_T2_05839,MAT_T3_05170,11.86
MAT_T2_05845,MAT_T3_01820,7.33
MAT_T2_05845,MAT_T3_06271,3.47
MAT_T2_05845,MAT_T3_00006,13.98
MAT_T2_05845,MAT_T3_02280,16.25
MAT_T2_05848,MAT_T3_03497,16.12
MAT_T2_05848,MAT_T3_01358,15.17
MAT_T2_05851,MAT_T3_00847,17.95
MAT_T2_05861,MAT_T3_05008,13.41
MAT_T2_05861,MAT_T3_04817,19.59
MAT_T2_05861,MAT_T3_05597,3.71
MAT_T2_05861,MAT_T3_02372,13.53
MAT_T2_05871,MAT_T3_06072,9.0
MAT_T2_05875,MAT_T3_06973,6.74
MAT_T2_05875,MAT_T3_00366,1.67
MAT_T2_05875,MAT_T3_03514,4.81
MAT_T2_05875,MAT_T3_00670,16.61
MAT_T2_05875,MAT_T3_04184,4.24
MAT_T2_05875,MAT_T3_05463,6.49
MAT_T2_05877,MAT_T3_04372,1.45
MAT_T2_05877,MAT_T3_02644,7.08
MAT_T2_05877,MAT_T3_02068,17.16
MAT_T2_05879,MAT_T3_02954,13.04
MAT_T2_05879,MAT_T3_01831,6.6
MAT_T2_05879,MAT_T3_05559,5.19
MAT_T2_05882,MAT_T3_00815,3.84
MAT_T2_05882,MAT_T3_02755,17.0
MAT_T2_05882,MAT_T3_06576,6.06
MAT_T2_05882,MAT_T3_00956,16.1
MAT_T2_05882,MAT_T3_04657,1.82
MAT_T2_05884,MAT_T3_00887,11.14
MAT_T2_05884,MAT_T3_04505,13.36
MAT_T2_05884,MAT_T3_05601,1.57
MAT_T2_05885,MAT_T3_04956,19.84
MAT_T2_05885,MAT_T3_03166,4.11
MAT_T2_05885,MAT_T3_01037,17.34
MAT_T2_05885,MAT_T3_02472,8.64
MAT_T2_05885,MAT_T3_02148,12.14
MAT_T2_05892,MAT_T3_03726,11.43
MAT_T2_05892,MAT_T3_05940,2.17
MAT_T2_05895,MAT_T3_05942,6.35
MAT_T2_05895,MAT_T3_05171,10.62
MAT_T2_05895,MAT_T3_03839,12.92
MAT_T2_05896,MAT_T3_03056,14.96
MAT_T2_05896,MAT_T3_00520,14.9
MAT_T2_05896,MAT_T3_06408,14.93
MAT_T2_05896,MAT_T3_00414,3.07
MAT_T2_05896,MAT_T3_06301,6.59
MAT_T2_05896,MAT_T3_01057,16.95
MAT_T2_05903,MAT_T3_03833,2.99
MAT_T2_05903,MAT_T3_00135,15.04
MAT_T2_05903,MAT_T3_05066,10.16
MAT_T2_05903,MAT_T3_05326,14.61
MAT_T2_05903,MAT_T3_03941,13.41
MAT_T2_05903,MAT_T3_01692,1.48
MAT_T2_05907,MAT_T3_03378,13.5
MAT_T2_05907,MAT_T3_00941,15.81
MAT_T2_05907,MAT_T3_00731,2.17
MAT_T2_05916,MAT_T3_02245,14.91
MAT_T2_05916,MAT_T3_02564,16.31
MAT_T2_05916,MAT_T3_00958,18.43
MAT_T2_05925,MAT_T3_02285,11.8
MAT_T2_05925,MAT_T3_00431,4.95
MAT_T2_05925,MAT_T3_03742,14.55
MAT_T2_05946,MAT_T3_05633,6.49
MAT_T2_05953,MAT_T3_03513,9.71
MAT_T2_05953,MAT_T3_01153,13.75
MAT_T2_05953,MAT_T3_01704,6.22
MAT_T2_05953,MAT_T3_00989,19.39
MAT_T2_05953,MAT_T3_00816,2.43
MAT_T2_05956,MAT_T3_04690,5.12
MAT_T2_05956,MAT_T3_05056,7.92
MAT_T2_05956,MAT_T3_00136,10.92
MAT_T2_05962,MAT_T3_06229,8.89
MAT_T2_05962,MAT_T3_04260,15.64
MAT_T2_05962,MAT_T3_00538,9.45
MAT_T2_05962,MAT_T3_05245,16.39
MAT_T2_05965,MAT_T3_01508,6.08
MAT_T2_05968,MAT_T3_03511,18.81
MAT_T2_05968,MAT_T3_03001,7.31
MAT_T2_05968,MAT_T3_04659,1.4
MAT_T2_05974,MAT_T3_04731,10.01
MAT_T2_05974,MAT_T3_01572,14.02
MAT_T2_05974,MAT_T3_03519,2.24
MAT_T2_05974,MAT_T3_01717,15.79
MAT_T2_05974,MAT_T3_06266,11.26
MAT_T2_05980,MAT_T3_01497,3.32
MAT_T2_05980,MAT_T3_01368,2.51
MAT_T2_05980,MAT_T3_04503,14.48
MAT_T2_05983,MAT_T3_02299,17.44
MAT_T2_05988,MAT_T3_06460,4.95
MAT_T2_05988,MAT_T3_01270,8.03
MAT_T2_05988,MAT_T3_03377,4.66
MAT_T2_05992,MAT_T3_01445,3.0
MAT_T2_05992,MAT_T3_00498,17.28
MAT_T2_05992,MAT_T3_05335,19.31
MAT_T2_05993,MAT_T3_00149,18.99
MAT_T2_05993,MAT_T3_03363,7.61
MAT_T2_05993,MAT_T3_06867,3.31
MAT_T2_05993,MAT_T3_02476,14.28
MAT_T2_06002,MAT_T3_06841,10.49
MAT_T2_06002,MAT_T3_02662,2.41
MAT_T2_06006,MAT_T3_01902,11.37
MAT_T2_06006,MAT_T3_00115,19.78
MAT_T2_06006,MAT_T3_05943,7.1
MAT_T2_06006,MAT_T3_01891,14.77
MAT_T2_06006,MAT_T3_04336,4.36
MAT_T2_06006,MAT_T3_00445,18.6
MAT_T2_06009,MAT_T3_05935,15.05
MAT_T2_06009,MAT_T3_00484,9.14
MAT_T2_06010,MAT_T3_01684,8.74
MAT_T2_06010,MAT_T3_04273,2.88
MAT_T2_06010,MAT_T3_03029,1.28
MAT_T2_06010,MAT_T3_03076,18.68
MAT_T2_06013,MAT_T3_03129,16.83
MAT_T2_06013,MAT_T3_00994,12.22
MAT_T2_06017,MAT_T3_01290,16.86
MAT_T2_06017,MAT_T3_03552,17.37
MAT_T2_06017,MAT_T3_00816,9.58
MAT_T2_06017,MAT_T3_00364,14.44
MAT_T2_06017,MAT_T3_06944,19.88
MAT_T2_06017,MAT_T3_01494,12.16
MAT_T2_06017,MAT_T3_02166,13.57
MAT_T2_06018,MAT_T3_02457,16.21
MAT_T2_06018,MAT_T3_06112,6.03
MAT_T2_06018,MAT_T3_04059,4.64
MAT_T2_06018,MAT_T3_01029,14.45
MAT_T2_06018,MAT_T3_04506,16.6
MAT_T2_06018,MAT_T3_03383,3.82
MAT_T2_06018,MAT_T3_01969,9.1
MAT_T2_06023,MAT_T3_02295,5.61
MAT_T2_06023,MAT_T3_06596,18.8
MAT_T2_06024,MAT_T3_05897,17.7
MAT_T2_06024,MAT_T3_05340,1.71
MAT_T2_06024,MAT_T3_05937,2.33
MAT_T2_06024,MAT_T3_03696,15.55
MAT_T2_06024,MAT_T3_00849,11.74
MAT_T2_06025,MAT_T3_01790,16.56
MAT_T2_06025,MAT_T3_06428,4.59
MAT_T2_06025,MAT_T3_01943,14.98
MAT_T2_06026,MAT_T3_06802,12.73
MAT_T2_06026,MAT_T3_06460,5.44
MAT_T2_06026,MAT_T3_06851,8.32
MAT_T2_06030,MAT_T3_06288,10.64
MAT_T2_06033,MAT_T3_00169,1.06
MAT_T2_06033,MAT_T3_06809,14.13
MAT_T2_06035,MAT_T3_01780,12.58
MAT_T2_06035,MAT_T3_03304,5.24
MAT_T2_06035,MAT_T3_00712,7.81
MAT_T2_06035,MAT_T3_06920,14.6
MAT_T2_06040,MAT_T3_02886,11.95
MAT_T2_06040,MAT_T3_02548,2.04
MAT_T2_06040,MAT_T3_01277,4.43
MAT_T2_06040,MAT_T3_04818,5.73
MAT_T2_06040,MAT_T3_06209,9.21
MAT_T2_06044,MAT_T3_01128,13.22
MAT_T2_06044,MAT_T3_05247,1.31
MAT_T2_06046,MAT_T3_06087,12.2
MAT_T2_06046,MAT_T3_01979,19.38
MAT_T2_06047,MAT_T3_01523,13.9
MAT_T2_06048,MAT_T3_05173,15.74
MAT_T2_06048,MAT_T3_05455,19.57
MAT_T2_06048,MAT_T3_00795,17.17
MAT_T2_06048,MAT_T3_05679,1.38
MAT_T2_06048,MAT_T3_05761,6.15
MAT_T2_06049,MAT_T3_03147,15.1
MAT_T2_06049,MAT_T3_00373,4.43
MAT_T2_06051,MAT_T3_06566,18.07
MAT_T2_06051,MAT_T3_05313,5.11
MAT_T2_06053,MAT_T3_05608,17.87
MAT_T2_06053,MAT_T3_00292,4.93
MAT_T2_06053,MAT_T3_05668,16.51
MAT_T2_06053,MAT_T3_03017,12.32
MAT_T2_06064,MAT_T3_04673,9.14
MAT_T2_06064,MAT_T3_00609,16.05
MAT_T2_06064,MAT_T3_05315,7.47
MAT_T2_06064,MAT_T3_05313,1.38
MAT_T2_06064,MAT_T3_05489,13.27
MAT_T2_06064,MAT_T3_06809,13.32
MAT_T2_06078,MAT_T3_04572,16.8
MAT_T2_06079,MAT_T3_00666,11.42
MAT_T2_06079,MAT_T3_00707,1.82
MAT_T2_06080,MAT_T3_02476,7.85
MAT_T2_06085,MAT_T3_06944,7.68
MAT_T2_06085,MAT_T3_00498,19.55
MAT_T2_06086,MAT_T3_05057,18.63
MAT_T2_06086,MAT_T3_05859,6.92
MAT_T2_06102,MAT_T3_01036,12.12
MAT_T2_06103,MAT_T3_03806,5.01
MAT_T2_06103,MAT_T3_00920,2.25
MAT_T2_06103,MAT_T3_01664,1.92
MAT_T2_06103,MAT_T3_03448,1.24
MAT_T2_06107,MAT_T3_02396,9.36
MAT_T2_06107,MAT_T3_00584,2.75
MAT_T2_06108,MAT_T3_01528,3.08
MAT_T2_06108,MAT_T3_06942,18.07
MAT_T2_06110,MAT_T3_04149,12.61
MAT_T2_06111,MAT_T3_02791,10.37
MAT_T2_06111,MAT_T3_05617,6.01
MAT_T2_06115,MAT_T3_00192,9.55
MAT_T2_06115,MAT_T3_03120,6.3
MAT_T2_06115,MAT_T3_01764,16.84
MAT_T2_06115,MAT_T3_01244,14.22
MAT_T2_06116,MAT_T3_01546,9.34
MAT_T2_06116,MAT_T3_06574,8.06
MAT_T2_06116,MAT_T3_05918,19.41
MAT_T2_06120,MAT_T3_00568,6.3
MAT_T2_06137,MAT_T3_06812,13.25
MAT_T2_06137,MAT_T3_04562,13.63
MAT_T2_06137,MAT_T3_02649,3.51
MAT_T2_06137,MAT_T3_01376,4.37
MAT_T2_06137,MAT_T3_04473,7.12
MAT_T2_06137,MAT_T3_06072,14.61
MAT_T2_06137,MAT_T3_04811,5.71
MAT_T2_06138,MAT_T3_05340,18.24
MAT_T2_06138,MAT_T3_00498,18.99
MAT_T2_06149,MAT_T3_00816,10.42
MAT_T2_06149,MAT_T3_02812,11.55
MAT_T2_06149,MAT_T3_05777,9.4
MAT_T2_06155,MAT_T3_04888,19.08
MAT_T2_06155,MAT_T3_05361,17.22
MAT_T2_06155,MAT_T3_06481,15.67
MAT_T2_06156,MAT_T3_04375,13.57
MAT_T2_06156,MAT_T3_01008,19.64
MAT_T2_06156,MAT_T3_04234,10.38
MAT_T2_06156,MAT_T3_03270,4.84
MAT_T2_06156,MAT_T3_03409,18.75
MAT_T2_06157,MAT_T3_06840,1.02
MAT_T2_06162,MAT_T3_01368,9.71
MAT_T2_06162,MAT_T3_02258,1.85
MAT_T2_06162,MAT_T3_00762,16.7
MAT_T2_06166,MAT_T3_00364,4.94
MAT_T2_06172,MAT_T3_01199,1.06
MAT_T2_06172,MAT_T3_00025,13.05
MAT_T2_06172,MAT_T3_01504,16.24
MAT_T2_06179,MAT_T3_00084,17.09
MAT_T2_06179,MAT_T3_06917,5.88
MAT_T2_06179,MAT_T3_01989,2.84
MAT_T2_06183,MAT_T3_05496,10.29
MAT_T2_06183,MAT_T3_00138,10.88
MAT_T2_06183,MAT_T3_00353,16.33
MAT_T2_06183,MAT_T3_06365,7.72
MAT_T2_06183,MAT_T3_04679,17.85
MAT_T2_06187,MAT_T3_05408,5.95
MAT_T2_06187,MAT_T3_01132,6.05
MAT_T2_06187,MAT_T3_00247,12.39
MAT_T2_06187,MAT_T3_06864,6.33
MAT_T2_06187,MAT_T3_05368,15.9
MAT_T2_06195,MAT_T3_03819,14.63
MAT_T2_06195,MAT_T3_05408,9.25
MAT_T2_06204,MAT_T3_01848,3.38
MAT_T2_06215,MAT_T3_02231,14.11
MAT_T2_06215,MAT_T3_06401,17.75
MAT_T2_06217,MAT_T3_01738,9.2
MAT_T2_06220,MAT_T3_00250,4.22
MAT_T2_06220,MAT_T3_04578,8.25
MAT_T2_06220,MAT_T3_03545,15.17
MAT_T2_06220,MAT_T3_00524,4.42
MAT_T2_06230,MAT_T3_04017,18.15
MAT_T2_06230,MAT_T3_05609,14.44
MAT_T2_06230,MAT_T3_04820,12.17
MAT_T2_06230,MAT_T3_04460,8.28
MAT_T2_06230,MAT_T3_01858,10.64
MAT_T2_06235,MAT_T3_05442,19.61
MAT_T2_06235,MAT_T3_03290,7.69
MAT_T2_06235,MAT_T3_02864,17.66
MAT_T2_06235,MAT_T3_02562,19.3
MAT_T2_06235,MAT_T3_06139,11.11
MAT_T2_06236,MAT_T3_02349,5.43
MAT_T2_06238,MAT_T3_03895,6.77
MAT_T2_06238,MAT_T3_05970,5.25
MAT_T2_06238,MAT_T3_05597,14.61
MAT_T2_06238,MAT_T3_01132,5.27
MAT_T2_06238,MAT_T3_04031,13.84
MAT_T2_06239,MAT_T3_05973,18.18
MAT_T2_06255,MAT_T3_05136,12.79
MAT_T2_06255,MAT_T3_00520,17.07
MAT_T2_06265,MAT_T3_04440,7.45
MAT_T2_06265,MAT_T3_05942,15.78
MAT_T2_06270,MAT_T3_06426,12.45
MAT_T2_06272,MAT_T3_05999,2.99
MAT_T2_06272,MAT_T3_05332,14.59
MAT_T2_06272,MAT_T3_02847,13.42
MAT_T2_06274,MAT_T3_02391,14.5
MAT_T2_06277,MAT_T3_00215,18.72
MAT_T2_06277,MAT_T3_00182,4.15
MAT_T2_06277,MAT_T3_02090,10.26
MAT_T2_06277,MAT_T3_03777,18.8
MAT_T2_06278,MAT_T3_04594,6.61
MAT_T2_06278,MAT_T3_02075,14.76
MAT_T2_06278,MAT_T3_02691,13.51
MAT_T2_06282,MAT_T3_04271,3.12
MAT_T2_06282,MAT_T3_00941,16.47
MAT_T2_06282,MAT_T3_02102,10.35
MAT_T2_06287,MAT_T3_00065,8.18
MAT_T2_06287,MAT_T3_05573,17.95
MAT_T2_06287,MAT_T3_00614,17.6
MAT_T2_06287,MAT_T3_01195,10.61
MAT_T2_06287,MAT_T3_00266,12.81
MAT_T2_06307,MAT_T3_06909,3.46
MAT_T2_06307,MAT_T3_02111,8.02
MAT_T2_06307,MAT_T3_04149,9.01
MAT_T2_06309,MAT_T3_01713,14.35
MAT_T2_06309,MAT_T3_02879,18.41
MAT_T2_06309,MAT_T3_04446,12.93
MAT_T2_06309,MAT_T3_03295,6.71
MAT_T2_06310,MAT_T3_03901,12.89
MAT_T2_06316,MAT_T3_00236,14.1
MAT_T2_06318,MAT_T3_05412,8.16
MAT_T2_06318,MAT_T3_02574,19.02
MAT_T2_06318,MAT_T3_02644,8.41
MAT_T2_06318,MAT_T3_03339,15.35
MAT_T2_06320,MAT_T3_01558,6.59
MAT_T2_06320,MAT_T3_03389,11.09
MAT_T2_06328,MAT_T3_00605,16.08
MAT_T2_06328,MAT_T3_01802,19.78
