material_id,description,base_unit
MAT_T4_03609,Copper_Foil,KG
MAT_T4_03610,Graphite_Synth,KG
MAT_T3_03611,Cell_Prismatic,EA
MAT_T3_03612,Anode_Sheet,EA
MAT_T3_03613,Anode_Sheet,EA
MAT_T4_03614,Nickel_Class1,KG
MAT_T3_03615,Anode_Sheet,EA
MAT_T3_03616,Cell_Cylindrical_4680,EA
MAT_T2_03617,Cooling_Plate,EA
MAT_T0_03618,EV_SUV,EA
MAT_T4_03619,Lithium_Hydroxide,KG
MAT_T2_03620,Cooling_Plate,EA
MAT_T3_03621,Cell_Prismatic,EA
MAT_T1_03622,Inverter_Assy,EA
MAT_T4_03623,Copper_Foil,KG
MAT_T0_03624,EV_SUV,EA
MAT_T4_03625,Graphite_Synth,KG
MAT_T1_03626,Battery_Pack_HighRange,EA
MAT_T4_03627,Copper_Foil,KG
MAT_T4_03628,Lithium_Hydroxide,KG
MAT_T2_03629,Cooling_Plate,EA
MAT_T3_03630,Anode_Sheet,EA
MAT_T2_03631,BMS_Circuit,EA
MAT_T2_03632,Module_LFP,EA
MAT_T4_03633,Lithium_Hydroxide,KG
MAT_T3_03634,Anode_Sheet,EA
MAT_T3_03635,Cell_Prismatic,EA
MAT_T2_03636,Cooling_Plate,EA
MAT_T3_03637,Cell_Cylindrical_4680,EA
MAT_T4_03638,Copper_Foil,KG
MAT_T3_03639,Anode_Sheet,EA
MAT_T4_03640,Cobalt_Sulfate,KG
MAT_T4_03641,Nickel_Class1,KG
MAT_T1_03642,Drive_Unit,EA
MAT_T2_03643,Cooling_Plate,EA
MAT_T4_03644,Copper_Foil,KG
MAT_T3_03645,Cell_Pouch,EA
MAT_T0_03646,EV_Truck,EA
MAT_T2_03647,Module_NMC,EA
MAT_T3_03648,Cell_Pouch,EA
MAT_T4_03649,Nickel_Class1,KG
MAT_T1_03650,Battery_Pack_Std,EA
MAT_T1_03651,Drive_Unit,EA
MAT_T4_03652,Lithium_Hydroxide,KG
MAT_T4_03653,Graphite_Synth,KG
MAT_T3_03654,Cell_Pouch,EA
MAT_T4_03655,Cobalt_Sulfate,KG
MAT_T3_03656,Anode_Sheet,EA
MAT_T4_03657,Graphite_Synth,KG
MAT_T3_03658,Cell_Prismatic,EA
MAT_T2_03659,Module_NMC,EA
MAT_T4_03660,Cobalt_Sulfate,KG
MAT_T3_03661,Cell_Cylindrical_4680,EA
MAT_T4_03662,Nickel_Class1,KG
MAT_T2_03663,Cooling_Plate,EA
MAT_T4_03664,Copper_Foil,KG
MAT_T4_03665,Nickel_Class1,KG
MAT_T2_03666,BMS_Circuit,EA
MAT_T4_03667,Copper_Foil,KG
MAT_T3_03668,Cell_Pouch,EA
MAT_T4_03669,Copper_Foil,KG
MAT_T3_03670,Cell_Prismatic,EA
MAT_T4_03671,Nickel_Class1,KG
MAT_T3_03672,Cell_Cylindrical_4680,EA
MAT_T2_03673,BMS_Circuit,EA
MAT_T2_03674,Cooling_Plate,EA
MAT_T3_03675,Cell_Pouch,EA
MAT_T4_03676,Graphite_Synth,KG
MAT_T3_03677,Cell_Cylindrical_4680,EA
MAT_T4_03678,Graphite_Synth,KG
MAT_T2_03679,Module_NMC,EA
MAT_T3_03680,Cell_Cylindrical_4680,EA
MAT_T0_03681,EV_Sedan,EA
MAT_T4_03682,Copper_Foil,KG
MAT_T4_03683,Cobalt_Sulfate,KG
MAT_T3_03684,Cell_Cylindrical_4680,EA
MAT_T0_03685,EV_Sedan,EA
MAT_T2_03686,Module_NMC,EA
MAT_T4_03687,Lithium_Hydroxide,KG
MAT_T3_03688,Anode_Sheet,EA
MAT_T4_03689,Lithium_Hydroxide,KG
MAT_T2_03690,Cooling_Plate,EA
MAT_T4_03691,Copper_Foil,KG
MAT_T4_03692,Nickel_Class1,KG
MAT_T2_03693,Module_LFP,EA
MAT_T3_03694,Cell_Pouch,EA
MAT_T1_03695,Battery_Pack_HighRange,EA
MAT_T3_03696,Cell_Cylindrical_4680,EA
MAT_T4_03697,Copper_Foil,KG
MAT_T3_03698,Cell_Prismatic,EA
MAT_T4_03699,Cobalt_Sulfate,KG
MAT_T3_03700,Anode_Sheet,EA
MAT_T2_03701,Module_LFP,EA
MAT_T3_03702,Anode_Sheet,EA
MAT_T3_03703,Cell_Prismatic,EA
MAT_T3_03704,Cell_Pouch,EA
MAT_T1_03705,Battery_Pack_HighRange,EA
MAT_T3_03706,Cell_Pouch,EA
MAT_T1_03707,Battery_Pack_HighRange,EA
MAT_T1_03708,Battery_Pack_Std,EA
MAT_T3_03709,Cell_Pouch,EA
MAT_T2_03710,Cooling_Plate,EA
MAT_T4_03711,Lithium_Hydroxide,KG
MAT_T3_03712,Cell_Prismatic,EA
MAT_T4_03713,Copper_Foil,KG
MAT_T3_03714,Cell_Pouch,EA
MAT_T4_03715,Graphite_Synth,KG
MAT_T2_03716,Module_LFP,EA
MAT_T4_03717,Copper_Foil,KG
MAT_T3_03718,Cell_Cylindrical_4680,EA
MAT_T4_03719,Lithium_Hydroxide,KG
MAT_T3_03720,Cell_Pouch,EA
MAT_T1_03721,Inverter_Assy,EA
MAT_T4_03722,Lithium_Hydroxide,KG
MAT_T0_03723,EV_SUV,EA
MAT_T3_03724,Cell_Prismatic,EA
MAT_T2_03725,BMS_Circuit,EA
MAT_T3_03726,Cell_Pouch,EA
MAT_T4_03727,Graphite_Synth,KG
MAT_T3_03728,Anode_Sheet,EA
MAT_T4_03729,Cobalt_Sulfate,KG
MAT_T3_03730,Cell_Pouch,EA
MAT_T3_03731,Cell_Prismatic,EA
MAT_T4_03732,Cobalt_Sulfate,KG
MAT_T4_03733,Copper_Foil,KG
MAT_T4_03734,Nickel_Class1,KG
MAT_T2_03735,Cooling_Plate,EA
MAT_T3_03736,Cell_Cylindrical_4680,EA
MAT_T2_03737,BMS_Circuit,EA
MAT_T3_03738,Anode_Sheet,EA
MAT_T3_03739,Cell_Cylindrical_4680,EA
MAT_T4_03740,Graphite_Synth,KG
MAT_T4_03741,Graphite_Synth,KG
MAT_T3_03742,Cell_Pouch,EA
MAT_T0_03743,EV_Sedan,EA
MAT_T4_03744,Lithium_Hydroxide,KG
MAT_T2_03745,Module_LFP,EA
MAT_T3_03746,Cell_Prismatic,EA
MAT_T0_03747,EV_SUV,EA
MAT_T3_03748,Cell_Cylindrical_4680,EA
MAT_T4_03749,Graphite_Synth,KG
MAT_T1_03750,Battery_Pack_HighRange,EA
MAT_T3_03751,Cell_Prismatic,EA
MAT_T2_03752,BMS_Circuit,EA
MAT_T4_03753,Nickel_Class1,KG
MAT_T4_03754,Copper_Foil,KG
MAT_T2_03755,Module_NMC,EA
MAT_T1_03756,Battery_Pack_Std,EA
MAT_T3_03757,Anode_Sheet,EA
MAT_T2_03758,Module_LFP,EA
MAT_T4_03759,Graphite_Synth,KG
MAT_T0_03760,EV_Truck,EA
MAT_T1_03761,Inverter_Assy,EA
MAT_T4_03762,Copper_Foil,KG
MAT_T2_03763,Module_NMC,EA
MAT_T4_03764,Nickel_Class1,KG
MAT_T1_03765,Battery_Pack_Std,EA
MAT_T2_03766,BMS_Circuit,EA
MAT_T4_03767,Graphite_Synth,KG
MAT_T3_03768,Cell_Cylindrical_4680,EA
MAT_T4_03769,Cobalt_Sulfate,KG
MAT_T2_03770,BMS_Circuit,EA
MAT_T3_03771,Cell_Prismatic,EA
MAT_T4_03772,Graphite_Synth,KG
MAT_T2_03773,BMS_Circuit,EA
MAT_T4_03774,Graphite_Synth,KG
MAT_T3_03775,Cell_Prismatic,EA
MAT_T3_03776,Cell_Pouch,EA
MAT_T3_03777,Cell_Prismatic,EA
MAT_T3_03778,Cell_Prismatic,EA
MAT_T2_03779,Module_NMC,EA
MAT_T3_03780,Anode_Sheet,EA
MAT_T2_03781,Module_NMC,EA
MAT_T3_03782,Cell_Cylindrical_4680,EA
MAT_T4_03783,Cobalt_Sulfate,KG
MAT_T3_03784,Cell_Pouch,EA
MAT_T4_03785,Lithium_Hydroxide,KG
MAT_T2_03786,Module_NMC,EA
MAT_T3_03787,Cell_Pouch,EA
MAT_T4_03788,Nickel_Class1,KG
MAT_T3_03789,Anode_Sheet,EA
MAT_T3_03790,Cell_Cylindrical_4680,EA
MAT_T1_03791,Battery_Pack_HighRange,EA
MAT_T3_03792,Cell_Prismatic,EA
MAT_T2_03793,Module_NMC,EA
MAT_T4_03794,Copper_Foil,KG
MAT_T2_03795,BMS_Circuit,EA
MAT_T4_03796,Cobalt_Sulfate,KG
MAT_T4_03797,Copper_Foil,KG
MAT_T2_03798,BMS_Circuit,EA
MAT_T3_03799,Cell_Pouch,EA
MAT_T4_03800,Lithium_Hydroxide,KG
MAT_T4_03801,Lithium_Hydroxide,KG
MAT_T2_03802,Module_LFP,EA
MAT_T2_03803,Cooling_Plate,EA
MAT_T2_03804,Cooling_Plate,EA
MAT_T0_03805,EV_Sedan,EA
MAT_T3_03806,Cell_Cylindrical_4680,EA
MAT_T4_03807,Nickel_Class1,KG
MAT_T3_03808,Cell_Pouch,EA
MAT_T4_03809,Cobalt_Sulfate,KG
MAT_T3_03810,Cell_Prismatic,EA
MAT_T3_03811,Anode_Sheet,EA
MAT_T1_03812,Drive_Unit,EA
MAT_T4_03813,Copper_Foil,KG
MAT_T4_03814,Cobalt_Sulfate,KG
MAT_T4_03815,Cobalt_Sulfate,KG
MAT_T0_03816,EV_SUV,EA
MAT_T2_03817,BMS_Circuit,EA
MAT_T1_03818,Drive_Unit,EA
MAT_T3_03819,Cell_Cylindrical_4680,EA
MAT_T4_03820,Cobalt_Sulfate,KG
MAT_T1_03821,Drive_Unit,EA
MAT_T4_03822,Copper_Foil,KG
MAT_T3_03823,Cell_Cylindrical_4680,EA
MAT_T4_03824,Copper_Foil,KG
MAT_T4_03825,Graphite_Synth,KG
MAT_T1_03826,Battery_Pack_Std,EA
MAT_T4_03827,Copper_Foil,KG
MAT_T1_03828,Drive_Unit,EA
MAT_T3_03829,Cell_Prismatic,EA
MAT_T4_03830,Cobalt_Sulfate,KG
MAT_T4_03831,Nickel_Class1,KG
MAT_T3_03832,Cell_Prismatic,EA
MAT_T3_03833,Cell_Prismatic,EA
MAT_T4_03834,Graphite_Synth,KG
MAT_T4_03835,Nickel_Class1,KG
MAT_T1_03836,Inverter_Assy,EA
MAT_T4_03837,Graphite_Synth,KG
MAT_T3_03838,Anode_Sheet,EA
MAT_T3_03839,Cell_Prismatic,EA
MAT_T3_03840,Cell_Cylindrical_4680,EA
MAT_T3_03841,Cell_Cylindrical_4680,EA
MAT_T4_03842,Copper_Foil,KG
MAT_T3_03843,Cell_Pouch,EA
MAT_T4_03844,Lithium_Hydroxide,KG
MAT_T2_03845,Cooling_Plate,EA
MAT_T4_03846,Copper_Foil,KG
MAT_T4_03847,Nickel_Class1,KG
MAT_T4_03848,Copper_Foil,KG
MAT_T3_03849,Cell_Pouch,EA
MAT_T3_03850,Cell_Prismatic,EA
MAT_T4_03851,Lithium_Hydroxide,KG
MAT_T4_03852,Lithium_Hydroxide,KG
MAT_T1_03853,Battery_Pack_Std,EA
MAT_T4_03854,Graphite_Synth,KG
MAT_T3_03855,Cell_Cylindrical_4680,EA
MAT_T2_03856,BMS_Circuit,EA
MAT_T4_03857,Cobalt_Sulfate,KG
MAT_T3_03858,Cell_Prismatic,EA
MAT_T4_03859,Lithium_Hydroxide,KG
MAT_T2_03860,BMS_Circuit,EA
MAT_T0_03861,EV_SUV,EA
MAT_T3_03862,Cell_Prismatic,EA
MAT_T1_03863,Battery_Pack_HighRange,EA
MAT_T4_03864,Copper_Foil,KG
MAT_T2_03865,Module_LFP,EA
MAT_T3_03866,Cell_Cylindrical_4680,EA
MAT_T1_03867,Inverter_Assy,EA
MAT_T2_03868,Module_NMC,EA
MAT_T4_03869,Lithium_Hydroxide,KG
MAT_T2_03870,BMS_Circuit,EA
MAT_T3_03871,Anode_Sheet,EA
MAT_T4_03872,Lithium_Hydroxide,KG
MAT_T4_03873,Cobalt_Sulfate,KG
MAT_T4_03874,Graphite_Synth,KG
MAT_T1_03875,Inverter_Assy,EA
MAT_T2_03876,BMS_Circuit,EA
MAT_T4_03877,Graphite_Synth,KG
MAT_T4_03878,Nickel_Class1,KG
MAT_T3_03879,Cell_Cylindrical_4680,EA
MAT_T4_03880,Nickel_Class1,KG
MAT_T3_03881,Anode_Sheet,EA
MAT_T0_03882,EV_Sedan,EA
MAT_T4_03883,Cobalt_Sulfate,KG
MAT_T4_03884,Nickel_Class1,KG
MAT_T3_03885,Cell_Prismatic,EA
MAT_T4_03886,Copper_Foil,KG
MAT_T2_03887,BMS_Circuit,EA
MAT_T2_03888,Cooling_Plate,EA
MAT_T4_03889,Nickel_Class1,KG
MAT_T4_03890,Cobalt_Sulfate,KG
MAT_T3_03891,Cell_Pouch,EA
MAT_T1_03892,Inverter_Assy,EA
MAT_T2_03893,Cooling_Plate,EA
MAT_T4_03894,Nickel_Class1,KG
MAT_T3_03895,Anode_Sheet,EA
MAT_T4_03896,Nickel_Class1,KG
MAT_T4_03897,Graphite_Synth,KG
MAT_T4_03898,Nickel_Class1,KG
MAT_T3_03899,Cell_Cylindrical_4680,EA
MAT_T4_03900,Nickel_Class1,KG
MAT_T3_03901,Anode_Sheet,EA
MAT_T2_03902,Module_LFP,EA
MAT_T0_03903,EV_Sedan,EA
MAT_T3_03904,Cell_Pouch,EA
MAT_T4_03905,Lithium_Hydroxide,KG
MAT_T2_03906,Cooling_Plate,EA
MAT_T2_03907,BMS_Circuit,EA
MAT_T4_03908,Graphite_Synth,KG
MAT_T0_03909,EV_SUV,EA
MAT_T4_03910,Copper_Foil,KG
MAT_T2_03911,BMS_Circuit,EA
MAT_T0_03912,EV_Sedan,EA
MAT_T4_03913,Nickel_Class1,KG
MAT_T1_03914,Drive_Unit,EA
MAT_T3_03915,Cell_Prismatic,EA
MAT_T2_03916,BMS_Circuit,EA
MAT_T1_03917,Drive_Unit,EA
MAT_T0_03918,EV_SUV,EA
MAT_T1_03919,Battery_Pack_Std,EA
MAT_T1_03920,Drive_Unit,EA
MAT_T4_03921,Graphite_Synth,KG
MAT_T3_03922,Cell_Cylindrical_4680,EA
MAT_T2_03923,Cooling_Plate,EA
MAT_T3_03924,Anode_Sheet,EA
MAT_T4_03925,Graphite_Synth,KG
MAT_T4_03926,Cobalt_Sulfate,KG
MAT_T4_03927,Lithium_Hydroxide,KG
MAT_T4_03928,Nickel_Class1,KG
MAT_T2_03929,Module_LFP,EA
MAT_T3_03930,Cell_Cylindrical_4680,EA
MAT_T3_03931,Cell_Cylindrical_4680,EA
MAT_T3_03932,Cell_Cylindrical_4680,EA
MAT_T3_03933,Cell_Prismatic,EA
MAT_T3_03934,Cell_Prismatic,EA
MAT_T4_03935,Copper_Foil,KG
MAT_T4_03936,Copper_Foil,KG
MAT_T3_03937,Cell_Prismatic,EA
MAT_T4_03938,Graphite_Synth,KG
MAT_T2_03939,BMS_Circuit,EA
MAT_T1_03940,Battery_Pack_Std,EA
MAT_T3_03941,Anode_Sheet,EA
MAT_T3_03942,Cell_Cylindrical_4680,EA
MAT_T0_03943,EV_SUV,EA
MAT_T4_03944,Cobalt_Sulfate,KG
MAT_T3_03945,Cell_Cylindrical_4680,EA
MAT_T3_03946,Cell_Pouch,EA
MAT_T1_03947,Battery_Pack_HighRange,EA
MAT_T2_03948,Cooling_Plate,EA
MAT_T4_03949,Lithium_Hydroxide,KG
MAT_T3_03950,Cell_Cylindrical_4680,EA
MAT_T4_03951,Graphite_Synth,KG
MAT_T4_03952,Nickel_Class1,KG
MAT_T3_03953,Cell_Prismatic,EA
MAT_T2_03954,Cooling_Plate,EA
MAT_T4_03955,Graphite_Synth,KG
MAT_T4_03956,Nickel_Class1,KG
MAT_T3_03957,Cell_Cylindrical_4680,EA
MAT_T4_03958,Copper_Foil,KG
MAT_T4_03959,Cobalt_Sulfate,KG
MAT_T3_03960,Cell_Cylindrical_4680,EA
MAT_T3_03961,Cell_Pouch,EA
MAT_T4_03962,Graphite_Synth,KG
MAT_T4_03963,Cobalt_Sulfate,KG
MAT_T0_03964,EV_Truck,EA
MAT_T2_03965,Module_NMC,EA
MAT_T1_03966,Inverter_Assy,EA
MAT_T2_03967,BMS_Circuit,EA
MAT_T4_03968,Copper_Foil,KG
MAT_T0_03969,EV_Sedan,EA
MAT_T2_03970,BMS_Circuit,EA
MAT_T2_03971,BMS_Circuit,EA
MAT_T3_03972,Cell_Cylindrical_4680,EA
MAT_T3_03973,Cell_Pouch,EA
MAT_T2_03974,BMS_Circuit,EA
MAT_T2_03975,Module_LFP,EA
MAT_T2_03976,Module_NMC,EA
MAT_T3_03977,Anode_Sheet,EA
MAT_T2_03978,Cooling_Plate,EA
MAT_T4_03979,Lithium_Hydroxide,KG
MAT_T3_03980,Anode_Sheet,EA
MAT_T1_03981,Drive_Unit,EA
MAT_T4_03982,Graphite_Synth,KG
MAT_T2_03983,Cooling_Plate,EA
MAT_T4_03984,Lithium_Hydroxide,KG
MAT_T2_03985,Cooling_Plate,EA
MAT_T3_03986,Cell_Pouch,EA
MAT_T4_03987,Copper_Foil,KG
MAT_T4_03988,Cobalt_Sulfate,KG
MAT_T2_03989,Module_LFP,EA
MAT_T2_03990,BMS_Circuit,EA
MAT_T3_03991,Cell_Pouch,EA
MAT_T4_03992,Lithium_Hydroxide,KG
MAT_T4_03993,Nickel_Class1,KG
MAT_T1_03994,Inverter_Assy,EA
MAT_T1_03995,Inverter_Assy,EA
MAT_T3_03996,Cell_Prismatic,EA
MAT_T1_03997,Drive_Unit,EA
MAT_T2_03998,Cooling_Plate,EA
MAT_T1_03999,Battery_Pack_HighRange,EA
MAT_T3_04000,Cell_Pouch,EA
MAT_T4_04001,Lithium_Hydroxide,KG
MAT_T4_04002,Cobalt_Sulfate,KG
MAT_T3_04003,Anode_Sheet,EA
MAT_T3_04004,Cell_Pouch,EA
MAT_T4_04005,Cobalt_Sulfate,KG
MAT_T1_04006,Inverter_Assy,EA
MAT_T4_04007,Cobalt_Sulfate,KG
MAT_T3_04008,Cell_Cylindrical_4680,EA
MAT_T2_04009,Cooling_Plate,EA
MAT_T3_04010,Cell_Pouch,EA
MAT_T1_04011,Inverter_Assy,EA
MAT_T4_04012,Nickel_Class1,KG
MAT_T2_04013,BMS_Circuit,EA
MAT_T2_04014,BMS_Circuit,EA
MAT_T1_04015,Battery_Pack_Std,EA
MAT_T4_04016,Nickel_Class1,KG
MAT_T3_04017,Cell_Cylindrical_4680,EA
MAT_T3_04018,Anode_Sheet,EA
MAT_T3_04019,Cell_Cylindrical_4680,EA
MAT_T3_04020,Anode_Sheet,EA
MAT_T2_04021,BMS_Circuit,EA
MAT_T4_04022,Lithium_Hydroxide,KG
MAT_T1_04023,Battery_Pack_Std,EA
MAT_T1_04024,Battery_Pack_HighRange,EA
MAT_T4_04025,Copper_Foil,KG
MAT_T2_04026,Cooling_Plate,EA
MAT_T2_04027,Module_NMC,EA
MAT_T3_04028,Cell_Cylindrical_4680,EA
MAT_T3_04029,Anode_Sheet,EA
MAT_T4_04030,Lithium_Hydroxide,KG
MAT_T3_04031,Cell_Prismatic,EA
MAT_T3_04032,Cell_Pouch,EA
MAT_T4_04033,Cobalt_Sulfate,KG
MAT_T2_04034,Cooling_Plate,EA
MAT_T2_04035,Cooling_Plate,EA
MAT_T3_04036,Cell_Prismatic,EA
MAT_T2_04037,BMS_Circuit,EA
MAT_T4_04038,Graphite_Synth,KG
MAT_T4_04039,Cobalt_Sulfate,KG
MAT_T2_04040,Module_LFP,EA
MAT_T0_04041,EV_Sedan,EA
MAT_T0_04042,EV_Truck,EA
MAT_T2_04043,BMS_Circuit,EA
MAT_T1_04044,Battery_Pack_HighRange,EA
MAT_T3_04045,Anode_Sheet,EA
MAT_T4_04046,Lithium_Hydroxide,KG
MAT_T4_04047,Copper_Foil,KG
MAT_T2_04048,Cooling_Plate,EA
MAT_T3_04049,Anode_Sheet,EA
MAT_T3_04050,Cell_Prismatic,EA
MAT_T4_04051,Nickel_Class1,KG
MAT_T4_04052,Nickel_Class1,KG
MAT_T4_04053,Graphite_Synth,KG
MAT_T3_04054,Cell_Cylindrical_4680,EA
MAT_T4_04055,Cobalt_Sulfate,KG
MAT_T1_04056,Battery_Pack_Std,EA
MAT_T3_04057,Cell_Prismatic,EA
MAT_T2_04058,BMS_Circuit,EA
MAT_T3_04059,Cell_Prismatic,EA
MAT_T3_04060,Anode_Sheet,EA
MAT_T2_04061,Cooling_Plate,EA
MAT_T1_04062,Drive_Unit,EA
MAT_T0_04063,EV_SUV,EA
MAT_T0_04064,EV_Sedan,EA
MAT_T0_04065,EV_Sedan,EA
MAT_T1_04066,Drive_Unit,EA
MAT_T2_04067,Module_LFP,EA
MAT_T2_04068,Cooling_Plate,EA
MAT_T4_04069,Copper_Foil,KG
MAT_T2_04070,Module_LFP,EA
MAT_T1_04071,Drive_Unit,EA
MAT_T3_04072,Cell_Prismatic,EA
MAT_T4_04073,Cobalt_Sulfate,KG
MAT_T4_04074,Copper_Foil,KG
MAT_T2_04075,Cooling_Plate,EA
MAT_T3_04076,Cell_Prismatic,EA
MAT_T4_04077,Lithium_Hydroxide,KG
MAT_T4_04078,Nickel_Class1,KG
MAT_T4_04079,Nickel_Class1,KG
MAT_T4_04080,Cobalt_Sulfate,KG
MAT_T4_04081,Graphite_Synth,KG
MAT_T3_04082,Cell_Cylindrical_4680,EA
MAT_T3_04083,Cell_Cylindrical_4680,EA
MAT_T3_04084,Cell_Prismatic,EA
MAT_T4_04085,Lithium_Hydroxide,KG
MAT_T0_04086,EV_SUV,EA
MAT_T4_04087,Cobalt_Sulfate,KG
MAT_T2_04088,BMS_Circuit,EA
MAT_T3_04089,Cell_Pouch,EA
MAT_T4_04090,Cobalt_Sulfate,KG
MAT_T2_04091,BMS_Circuit,EA
MAT_T3_04092,Cell_Cylindrical_4680,EA
MAT_T1_04093,Inverter_Assy,EA
MAT_T3_04094,Cell_Cylindrical_4680,EA
MAT_T2_04095,Module_LFP,EA
MAT_T3_04096,Anode_Sheet,EA
MAT_T3_04097,Cell_Pouch,EA
MAT_T4_04098,Cobalt_Sulfate,KG
MAT_T4_04099,Graphite_Synth,KG
MAT_T1_04100,Battery_Pack_HighRange,EA
MAT_T4_04101,Cobalt_Sulfate,KG
MAT_T1_04102,Inverter_Assy,EA
MAT_T0_04103,EV_SUV,EA
MAT_T1_04104,Battery_Pack_Std,EA
MAT_T4_04105,Cobalt_Sulfate,KG
MAT_T4_04106,Nickel_Class1,KG
MAT_T2_04107,BMS_Circuit,EA
MAT_T2_04108,Module_LFP,EA
MAT_T2_04109,Module_LFP,EA
MAT_T3_04110,Cell_Prismatic,EA
MAT_T3_04111,Cell_Cylindrical_4680,EA
MAT_T2_04112,Module_LFP,EA
MAT_T4_04113,Graphite_Synth,KG
MAT_T2_04114,BMS_Circuit,EA
MAT_T4_04115,Copper_Foil,KG
MAT_T4_04116,Graphite_Synth,KG
MAT_T3_04117,Anode_Sheet,EA
MAT_T4_04118,Nickel_Class1,KG
MAT_T4_04119,Nickel_Class1,KG
MAT_T2_04120,Module_LFP,EA
MAT_T2_04121,Module_LFP,EA
MAT_T4_04122,Cobalt_Sulfate,KG
MAT_T2_04123,Module_LFP,EA
MAT_T0_04124,EV_Sedan,EA
MAT_T3_04125,Cell_Prismatic,EA
MAT_T4_04126,Cobalt_Sulfate,KG
MAT_T4_04127,Nickel_Class1,KG
MAT_T4_04128,Lithium_Hydroxide,KG
MAT_T3_04129,Anode_Sheet,EA
MAT_T1_04130,Drive_Unit,EA
MAT_T3_04131,Cell_Pouch,EA
MAT_T4_04132,Graphite_Synth,KG
MAT_T1_04133,Battery_Pack_Std,EA
MAT_T2_04134,Module_LFP,EA
MAT_T0_04135,EV_Truck,EA
MAT_T3_04136,Anode_Sheet,EA
MAT_T4_04137,Nickel_Class1,KG
MAT_T4_04138,Graphite_Synth,KG
MAT_T4_04139,Lithium_Hydroxide,KG
MAT_T1_04140,Battery_Pack_Std,EA
MAT_T4_04141,Copper_Foil,KG
MAT_T4_04142,Cobalt_Sulfate,KG
MAT_T2_04143,Module_LFP,EA
MAT_T4_04144,Lithium_Hydroxide,KG
MAT_T2_04145,Module_LFP,EA
MAT_T4_04146,Graphite_Synth,KG
MAT_T4_04147,Copper_Foil,KG
MAT_T4_04148,Lithium_Hydroxide,KG
MAT_T3_04149,Cell_Cylindrical_4680,EA
MAT_T1_04150,Battery_Pack_HighRange,EA
MAT_T3_04151,Anode_Sheet,EA
MAT_T3_04152,Cell_Cylindrical_4680,EA
MAT_T4_04153,Lithium_Hydroxide,KG
MAT_T4_04154,Cobalt_Sulfate,KG
MAT_T4_04155,Nickel_Class1,KG
MAT_T0_04156,EV_SUV,EA
MAT_T4_04157,Copper_Foil,KG
MAT_T4_04158,Graphite_Synth,KG
MAT_T4_04159,Cobalt_Sulfate,KG
MAT_T1_04160,Battery_Pack_Std,EA
MAT_T1_04161,Battery_Pack_Std,EA
MAT_T0_04162,EV_SUV,EA
MAT_T3_04163,Cell_Cylindrical_4680,EA
MAT_T3_04164,Cell_Prismatic,EA
MAT_T4_04165,Copper_Foil,KG
MAT_T3_04166,Anode_Sheet,EA
MAT_T2_04167,BMS_Circuit,EA
MAT_T3_04168,Cell_Cylindrical_4680,EA
MAT_T4_04169,Copper_Foil,KG
MAT_T4_04170,Cobalt_Sulfate,KG
MAT_T4_04171,Lithium_Hydroxide,KG
MAT_T3_04172,Cell_Prismatic,EA
MAT_T3_04173,Anode_Sheet,EA
MAT_T4_04174,Graphite_Synth,KG
MAT_T3_04175,Cell_Cylindrical_4680,EA
MAT_T2_04176,BMS_Circuit,EA
MAT_T2_04177,Module_NMC,EA
MAT_T0_04178,EV_SUV,EA
MAT_T4_04179,Copper_Foil,KG
MAT_T1_04180,Battery_Pack_Std,EA
MAT_T2_04181,Cooling_Plate,EA
MAT_T2_04182,Module_NMC,EA
MAT_T3_04183,Anode_Sheet,EA
MAT_T3_04184,Cell_Pouch,EA
MAT_T4_04185,Nickel_Class1,KG
MAT_T1_04186,Battery_Pack_Std,EA
MAT_T1_04187,Inverter_Assy,EA
MAT_T3_04188,Cell_Prismatic,EA
MAT_T2_04189,Module_NMC,EA
MAT_T2_04190,Cooling_Plate,EA
MAT_T1_04191,Drive_Unit,EA
MAT_T4_04192,Copper_Foil,KG
MAT_T4_04193,Copper_Foil,KG
MAT_T1_04194,Drive_Unit,EA
MAT_T1_04195,Inverter_Assy,EA
MAT_T4_04196,Copper_Foil,KG
MAT_T4_04197,Copper_Foil,KG
MAT_T3_04198,Anode_Sheet,EA
MAT_T4_04199,Cobalt_Sulfate,KG
MAT_T4_04200,Copper_Foil,KG
MAT_T4_04201,Copper_Foil,KG
MAT_T3_04202,Cell_Pouch,EA
MAT_T3_04203,Anode_Sheet,EA
MAT_T0_04204,EV_Sedan,EA
MAT_T4_04205,Graphite_Synth,KG
MAT_T3_04206,Cell_Prismatic,EA
MAT_T2_04207,BMS_Circuit,EA
MAT_T4_04208,Lithium_Hydroxide,KG
MAT_T4_04209,Copper_Foil,KG
MAT_T4_04210,Lithium_Hydroxide,KG
MAT_T4_04211,Copper_Foil,KG
MAT_T4_04212,Graphite_Synth,KG
MAT_T2_04213,Module_LFP,EA
MAT_T4_04214,Graphite_Synth,KG
MAT_T4_04215,Cobalt_Sulfate,KG
MAT_T2_04216,BMS_Circuit,EA
MAT_T1_04217,Drive_Unit,EA
MAT_T4_04218,Graphite_Synth,KG
MAT_T2_04219,Cooling_Plate,EA
MAT_T4_04220,Cobalt_Sulfate,KG
MAT_T0_04221,EV_Sedan,EA
MAT_T0_04222,EV_Truck,EA
MAT_T3_04223,Cell_Pouch,EA
MAT_T2_04224,Module_LFP,EA
